fid,COUNTRY,ISO_CC,CONTINENT,LAND_TYPE,LAND_RANK,COUNTRYAFF,ID,Continent_2,region,country_2,isoCode,sids,ots,name_descriptor,year_publication,scale_(EAA),oceanAccountComponent,OA_component,environmentalAssets,flowsToEconomy,oceanEconomy,flowsToEnvironment,governance,Compiling_SEEA_CF,Compiling_SEEA_EA,EcosystemExtent,EcosystemCondition,EcosystemServices,MonetaryAccounts,SatelliteAccount,OceanEconomyActivities,SectorSpecific,OESA,BlueEconomy,OceanTourismSatelliteAccount,Links,Links_2,Links_3,OA_components,OA_components_abb,OA_combination_reclass,OA_Count,OA_Count_disagg
333,Liberia,LBR,Africa,Primary land,5,Liberia,4,Africa,,Liberia,LBR,FALSE,FALSE,Conservation and Sustainable use of Liberia’s Coastal Natural Capital,2016,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.thegef.org/projects-operations/projects/9573,https://www.conservation.org/docs/default-source/gef-documents/nca-liberia/liberia-nca_project-progress-achievement-_year-1-(2020---june-2021).pdf?sfvrsn=e11d3347_0,,EnvironmentalAssets,EA,Environmental-Economic,1,1
334,Liberia,LBR,Africa,Very small island,1,Liberia,4,Africa,,Liberia,LBR,FALSE,FALSE,Conservation and Sustainable use of Liberia’s Coastal Natural Capital,2016,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.thegef.org/projects-operations/projects/9573,https://www.conservation.org/docs/default-source/gef-documents/nca-liberia/liberia-nca_project-progress-achievement-_year-1-(2020---june-2021).pdf?sfvrsn=e11d3347_0,,EnvironmentalAssets,EA,Environmental-Economic,1,1
335,Liberia,LBR,Africa,Small island,2,Liberia,4,Africa,,Liberia,LBR,FALSE,FALSE,Conservation and Sustainable use of Liberia’s Coastal Natural Capital,2016,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.thegef.org/projects-operations/projects/9573,https://www.conservation.org/docs/default-source/gef-documents/nca-liberia/liberia-nca_project-progress-achievement-_year-1-(2020---june-2021).pdf?sfvrsn=e11d3347_0,,EnvironmentalAssets,EA,Environmental-Economic,1,1
336,Libya,LBY,Africa,Small island,2,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
337,Libya,LBY,Africa,Primary land,5,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
338,Libya,LBY,Africa,Very small island,1,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
339,Liechtenstein,LIE,Europe,Primary land,5,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
340,Lithuania,LTU,Europe,Very small island,1,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
341,Lithuania,LTU,Europe,Primary land,5,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
342,Lithuania,LTU,Europe,Small island,2,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
343,Luxembourg,LUX,Europe,Primary land,5,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
344,Madagascar,MDG,Africa,Very small island,1,Madagascar,11,Africa,,Madagascar,MDG,FALSE,FALSE,"WAVES - Madagascar Country,Pilot project - GOAP support","2015,Ongoing","National,Local",Environmental-Economic,"Flows to economy,Environmental assets",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,",Yes",TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,"https://www.wavespartnership.org/sites/waves/files/images/NCA%20and%20mgt%20of%20the%20Malagasy%20fisheries%20sector%20FINAL%2008_03_13.docx,","https://www.wavespartnership.org/sites/waves/files/images/Country%20Report%20Madagascar.pdf,",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
345,Madagascar,MDG,Africa,Small island,2,Madagascar,11,Africa,,Madagascar,MDG,FALSE,FALSE,"WAVES - Madagascar Country,Pilot project - GOAP support","2015,Ongoing","National,Local",Environmental-Economic,"Flows to economy,Environmental assets",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,",Yes",TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,"https://www.wavespartnership.org/sites/waves/files/images/NCA%20and%20mgt%20of%20the%20Malagasy%20fisheries%20sector%20FINAL%2008_03_13.docx,","https://www.wavespartnership.org/sites/waves/files/images/Country%20Report%20Madagascar.pdf,",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
346,Madagascar,MDG,Africa,Primary land,5,Madagascar,11,Africa,,Madagascar,MDG,FALSE,FALSE,"WAVES - Madagascar Country,Pilot project - GOAP support","2015,Ongoing","National,Local",Environmental-Economic,"Flows to economy,Environmental assets",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,",Yes",TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,"https://www.wavespartnership.org/sites/waves/files/images/NCA%20and%20mgt%20of%20the%20Malagasy%20fisheries%20sector%20FINAL%2008_03_13.docx,","https://www.wavespartnership.org/sites/waves/files/images/Country%20Report%20Madagascar.pdf,",,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
347,Madeira,PRT,Africa,Very small island,1,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
348,Madeira,PRT,Africa,Small island,2,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
349,Madeira,PRT,Africa,Medium island,3,Portugal,52,Europe,,Portugal,PRT,FALSE,FALSE,Ocean Satellite Account 2016-2018,2018,National,Ocean economic activity,Ocean economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,Yes,,FALSE,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=569531189&att_display=n&att_download=y,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_cnacionais2010b2016&contexto=cs&selTab=tab3&perfil=392025609&INST=391970535,,OceanEconomy,OEcon,Ocean Economy,1,1
350,Malawi,MWI,Africa,Primary land,5,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
351,Malaysia,MYS,Asia,Medium island,3,Malaysia,35,Asia,,Malaysia,MYS,FALSE,FALSE,A Study on the Sustainability of Fisheries of the Straits of Malacca,2017,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Malaysia.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
352,Malaysia,MYS,Asia,Primary land,5,Malaysia,35,Asia,,Malaysia,MYS,FALSE,FALSE,A Study on the Sustainability of Fisheries of the Straits of Malacca,2017,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Malaysia.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
353,Malaysia,MYS,Asia,Small island,2,Malaysia,35,Asia,,Malaysia,MYS,FALSE,FALSE,A Study on the Sustainability of Fisheries of the Straits of Malacca,2017,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Malaysia.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
354,Malaysia,MYS,Asia,Very small island,1,Malaysia,35,Asia,,Malaysia,MYS,FALSE,FALSE,A Study on the Sustainability of Fisheries of the Straits of Malacca,2017,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.unescap.org/sites/default/d8files/2022-06/Ocean_Accounts_Malaysia.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
355,Maldives,MDV,Asia,Very small island,1,Maldives,36,Asia,,Maldives,MDV,TRUE,FALSE,Natural capital accounting in Laamu atoll,ongoing,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,ongoing,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/982286360/Natural+Capital+Accounting+in+Laamu+Atoll,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
356,Maldives,MDV,Asia,Small island,2,Maldives,36,Asia,,Maldives,MDV,TRUE,FALSE,Natural capital accounting in Laamu atoll,ongoing,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,ongoing,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/982286360/Natural+Capital+Accounting+in+Laamu+Atoll,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
357,Maldives,MDV,Asia,Primary land,5,Maldives,36,Asia,,Maldives,MDV,TRUE,FALSE,Natural capital accounting in Laamu atoll,ongoing,Local,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially,ongoing,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://oceanaccounts.atlassian.net/wiki/spaces/WD/pages/982286360/Natural+Capital+Accounting+in+Laamu+Atoll,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
358,Mali,MLI,Africa,Primary land,5,Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
359,Malta,MLT,Europe,Very small island,1,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
360,Malta,MLT,Europe,Small island,2,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
361,Marshall Islands,MHL,Oceania,Small island,2,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
362,Marshall Islands,MHL,Oceania,Very small island,1,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
363,Martinique,MTQ,North America,Medium island,3,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
364,Martinique,MTQ,North America,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
365,Martinique,MTQ,North America,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
366,Mauritania,MRT,Africa,Small island,2,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
367,Mauritania,MRT,Africa,Primary land,5,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
368,Mauritania,MRT,Africa,Very small island,1,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
369,Mauritius,MUS,Africa,Very small island,1,Mauritius,7,Africa,,Mauritius,MUS,TRUE,FALSE,Experimental ecosystem natural capital accounts Mauritius case study,2014,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://projects.eionet.europa.eu/leac/library/case_study_mauritius/enca_mauritius_ioc2014/download/en/1/ENCA_Mauritius_IOC2014.pdf,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
370,Mauritius,MUS,Africa,Small island,2,Mauritius,7,Africa,,Mauritius,MUS,TRUE,FALSE,Experimental ecosystem natural capital accounts Mauritius case study,2014,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://projects.eionet.europa.eu/leac/library/case_study_mauritius/enca_mauritius_ioc2014/download/en/1/ENCA_Mauritius_IOC2014.pdf,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
371,Mauritius,MUS,Africa,Primary land,5,Mauritius,7,Africa,,Mauritius,MUS,TRUE,FALSE,Experimental ecosystem natural capital accounts Mauritius case study,2014,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://projects.eionet.europa.eu/leac/library/case_study_mauritius/enca_mauritius_ioc2014/download/en/1/ENCA_Mauritius_IOC2014.pdf,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
372,Mayotte,MYT,Africa,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
373,Mayotte,MYT,Africa,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
374,Mexico,MEX,North America,Very small island,1,Mexico,31,America,Latin America,Mexico,MEX,FALSE,FALSE,"Mexico fisheries account,Pilot testing the SEEA-EEA framework in Mexico: Coastal protection by mangrove ecosystems","ongoing work,2020",National,Environmental-Economic,"Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,",Coastal protection",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://seea.un.org/content/mexico-0,https://seea.un.org/sites/seea.un.org/files/documents/Mexico_reports/report_on_pilot_testing_the_seea-eea_framework_in_mexico_coastal_protection_final_for_web.pdf",",https://seea.un.org/content/mexico-0",",https://www.inegi.org.mx/investigacion/cem/2018/",EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
375,Mexico,MEX,North America,Medium island,3,Mexico,31,America,Latin America,Mexico,MEX,FALSE,FALSE,"Mexico fisheries account,Pilot testing the SEEA-EEA framework in Mexico: Coastal protection by mangrove ecosystems","ongoing work,2020",National,Environmental-Economic,"Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,",Coastal protection",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://seea.un.org/content/mexico-0,https://seea.un.org/sites/seea.un.org/files/documents/Mexico_reports/report_on_pilot_testing_the_seea-eea_framework_in_mexico_coastal_protection_final_for_web.pdf",",https://seea.un.org/content/mexico-0",",https://www.inegi.org.mx/investigacion/cem/2018/",EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
376,Mexico,MEX,North America,Primary land,5,Mexico,31,America,Latin America,Mexico,MEX,FALSE,FALSE,"Mexico fisheries account,Pilot testing the SEEA-EEA framework in Mexico: Coastal protection by mangrove ecosystems","ongoing work,2020",National,Environmental-Economic,"Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,",Coastal protection",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://seea.un.org/content/mexico-0,https://seea.un.org/sites/seea.un.org/files/documents/Mexico_reports/report_on_pilot_testing_the_seea-eea_framework_in_mexico_coastal_protection_final_for_web.pdf",",https://seea.un.org/content/mexico-0",",https://www.inegi.org.mx/investigacion/cem/2018/",EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
377,Mexico,MEX,North America,Small island,2,Mexico,31,America,Latin America,Mexico,MEX,FALSE,FALSE,"Mexico fisheries account,Pilot testing the SEEA-EEA framework in Mexico: Coastal protection by mangrove ecosystems","ongoing work,2020",National,Environmental-Economic,"Flows to economy,Environmental assets and flows to economy",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,,",Coastal protection",TRUE,FALSE,FALSE,FALSE,,,FALSE,"https://seea.un.org/content/mexico-0,https://seea.un.org/sites/seea.un.org/files/documents/Mexico_reports/report_on_pilot_testing_the_seea-eea_framework_in_mexico_coastal_protection_final_for_web.pdf",",https://seea.un.org/content/mexico-0",",https://www.inegi.org.mx/investigacion/cem/2018/",EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
378,Micronesia,FSM,Oceania,Very small island,1,"Micronesia, Federated States of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
379,Micronesia,FSM,Oceania,Small island,2,"Micronesia, Federated States of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
380,Moldova,MDA,Europe,Primary land,5,"Moldova, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
381,Monaco,MCO,Europe,Primary land,5,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
382,Mongolia,MNG,Asia,Primary land,5,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
383,Montenegro,MNE,Europe,Small island,2,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
384,Montenegro,MNE,Europe,Very small island,1,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
385,Montenegro,MNE,Europe,Primary land,5,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
386,Montserrat,MSR,North America,Small island,2,United Kingdom,22,America,Caribbean,Montserrat,MSR,FALSE,TRUE,"Natural Capital
 Accounting",2019,UK Overseas Territories,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,yes,TRUE,,Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://statistics.gov.ms/wp-content/uploads/2022/04/Montserrat_2019-ecosystem-account_Final-Report-July2021-reissued.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
387,Morocco,MAR,Africa,Very small island,1,Morocco,8,Africa,,Morocco,MAR,FALSE,FALSE,WAVES - Fisheries accounts,2021,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/gps-annual-report-2020,https://www.worldbank.org/en/news/feature/2021/03/08/accounting-natural-capital-in-mena-shifts-policies-towards-sustainable-growth,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
388,Morocco,MAR,Africa,Small island,2,Morocco,8,Africa,,Morocco,MAR,FALSE,FALSE,WAVES - Fisheries accounts,2021,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/gps-annual-report-2020,https://www.worldbank.org/en/news/feature/2021/03/08/accounting-natural-capital-in-mena-shifts-policies-towards-sustainable-growth,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
389,Morocco,MAR,Africa,Primary land,5,Morocco,8,Africa,,Morocco,MAR,FALSE,FALSE,WAVES - Fisheries accounts,2021,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/gps-annual-report-2020,https://www.worldbank.org/en/news/feature/2021/03/08/accounting-natural-capital-in-mena-shifts-policies-towards-sustainable-growth,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
390,Mozambique,MOZ,Africa,Small island,2,Mozambique,9,Africa,,Mozambique,MOZ,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
391,Mozambique,MOZ,Africa,Very small island,1,Mozambique,9,Africa,,Mozambique,MOZ,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
392,Mozambique,MOZ,Africa,Primary land,5,Mozambique,9,Africa,,Mozambique,MOZ,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
393,Myanmar,MMR,Asia,Small island,2,Myanmar,37,Asia,,Myanmar,MMR,FALSE,FALSE,WAVES - Valuation of mangroves,2019,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,TRUE,Yes,,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/investment-analysis-mangrove-ecosystems-ayeyarwady-region,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.wavespartnership.org/sites/waves/files/kc/GPS_AnnualReport_2020_2021.pdf,,EnvironmentalAssets,EA,Environmental-Economic,1,1
394,Myanmar,MMR,Asia,Very small island,1,Myanmar,37,Asia,,Myanmar,MMR,FALSE,FALSE,WAVES - Valuation of mangroves,2019,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,TRUE,Yes,,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/investment-analysis-mangrove-ecosystems-ayeyarwady-region,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.wavespartnership.org/sites/waves/files/kc/GPS_AnnualReport_2020_2021.pdf,,EnvironmentalAssets,EA,Environmental-Economic,1,1
395,Myanmar,MMR,Asia,Medium island,3,Myanmar,37,Asia,,Myanmar,MMR,FALSE,FALSE,WAVES - Valuation of mangroves,2019,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,TRUE,Yes,,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/investment-analysis-mangrove-ecosystems-ayeyarwady-region,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.wavespartnership.org/sites/waves/files/kc/GPS_AnnualReport_2020_2021.pdf,,EnvironmentalAssets,EA,Environmental-Economic,1,1
396,Myanmar,MMR,Asia,Primary land,5,Myanmar,37,Asia,,Myanmar,MMR,FALSE,FALSE,WAVES - Valuation of mangroves,2019,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,TRUE,Yes,,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.wavespartnership.org/en/knowledge-center/investment-analysis-mangrove-ecosystems-ayeyarwady-region,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.wavespartnership.org/sites/waves/files/kc/GPS_AnnualReport_2020_2021.pdf,,EnvironmentalAssets,EA,Environmental-Economic,1,1
397,Namibia,NAM,Africa,Primary land,5,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
398,Namibia,NAM,Africa,Very small island,1,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
399,Namibia,NAM,Africa,Small island,2,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
400,Nauru,NRU,Oceania,Primary land,5,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
401,Nepal,NPL,Asia,Primary land,5,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
402,Netherlands,NLD,Europe,Primary land,5,Netherlands,49,Europe,,Netherlands,NLD,FALSE,FALSE,SEEA Ocean Accounts for the Dutch North Sea,2024,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.cbs.nl/-/media/_pdf/2024/12/cbs_2023_seea_ocean_account_dutch_north.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
403,Netherlands,NLD,Europe,Very small island,1,Netherlands,49,Europe,,Netherlands,NLD,FALSE,FALSE,SEEA Ocean Accounts for the Dutch North Sea,2024,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.cbs.nl/-/media/_pdf/2024/12/cbs_2023_seea_ocean_account_dutch_north.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
404,Netherlands,NLD,Europe,Small island,2,Netherlands,49,Europe,,Netherlands,NLD,FALSE,FALSE,SEEA Ocean Accounts for the Dutch North Sea,2024,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,Yes - related to MSFD,Yes,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://www.cbs.nl/-/media/_pdf/2024/12/cbs_2023_seea_ocean_account_dutch_north.pdf,,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
405,New Caledonia,NCL,Oceania,Medium island,3,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
406,New Caledonia,NCL,Oceania,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
407,New Caledonia,NCL,Oceania,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
408,New Caledonia,NCL,Oceania,Primary land,5,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
